site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,drainagearea,wyearsdata,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
11085000,NA,NA,NA,NA,NA,4.79392729,1.26862888,1.51518573,1.01448918,NA,0.04624678,0.04563908,0.05702654,NA,NA,0.0239318,0.03897652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,34.11223019,-117.9695092,609,CA,Non-ref,7,gneiss,quarternary,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,198.4,0,1,10.6,4.28,30.91,0,0.25,0,0.97,1293.47,44.43903,0.09,5.28,13.28,37.6,49.12,6,Southern and Central California Chaparral and Oak Woodlands
11087020,NA,NA,NA,NA,NA,4.45878329,1.16207046,1.32663718,0.76173437,NA,0.04574582,0.04290135,0.0582004,NA,NA,0.02256156,0.03531718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,34.03417767,-118.0381225,1130,CA,Non-ref,3.8,gneiss,quarternary,Fan gravels,198.9,0.28,9,72.5,34.48,18.29,0.12,0.3,0,14.82,851.9455,29.21912,0.11,4.06,16.76,39.46,43.78,6,Southern and Central California Chaparral and Oak Woodlands
11088500,NA,NA,NA,NA,NA,4.327122302,0.808519756,1.115258818,0.71375823,1.245264994,0.040613352,NA,0.055036587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-7.426666667,-0.323550573,NA,-0.010526316,-0.00045859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.935204191,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,BREA C BL BREA DAM NR FULLERTON CA,33.88779206,-117.9264496,59.9,CA,Non-ref,0,sedimentary,quarternary,Fan gravels,204.6,0,0,0,44.38,7.19,0.29,0.06,0,14.28,256.7118,13.03522,0.15,1.03,27.27,45.77,26.96,6,Southern and Central California Chaparral and Oak Woodlands
11089500,NA,NA,NA,NA,NA,3.93272308,0.67309996,1.08499523,0.72896941,1.26211766,0.03524102,NA,0.04997404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FULLERTON C BL FULLERTON DAM NR BREA CA,33.89584765,-117.8861706,13.1,CA,Non-ref,0,quarternary,quarternary,Fan gravels,316.2,0,0,0,85.03,0.05,0.61,0,0,35.86,150.9117,6.02352,0.14,2.7,22.44,39.82,37.74,6,Southern and Central California Chaparral and Oak Woodlands
11097000,NA,NA,NA,NA,NA,3.88205518,0.92031305,1.20047043,0.75238942,NA,0.04527905,0.04508722,0.05789099,NA,NA,0.02347035,0.03927664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,BIG TUJUNGA C BL HANSEN DAM CA,34.25361395,-118.38897,395.9,CA,Non-ref,7.5,granitic,sedimentary,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,199.5,0,2,0,9.38,12.98,0.01,0.09,0,2.14,1100.611,31.35337,0.11,3.47,14.82,38.34,46.83,6,Southern and Central California Chaparral and Oak Woodlands
11098000,NA,-0.17035714,NA,NA,NA,3.56795959,0.94852896,1.20582769,0.73096284,NA,0.04127885,0.03966843,0.05411239,NA,NA,0.02445984,0.03721274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARROYO SECO NR PASADENA CA,34.22222629,-118.1775727,41.6,CA,Ref,4,granitic,granitic,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,199.5,0,0,0,5.31,23.13,0,0,0,0.45,1095.977,42.75216,0.13,2.46,17.67,48.19,34.14,8,Southern California Mountains
11102300,NA,-0.12,NA,NA,NA,3.454401678,NA,1.018228793,0.671939727,1.070548983,0.041901481,NA,0.057146664,NA,NA,NA,0.029171851,NA,NA,NA,NA,NA,NA,NA,NA,-1.346153846,-1.3,-0.066666667,-0.083333333,1.346153846,1.3,0,0.083333333,NA,NA,NA,NA,NA,-4.461538462,4.5,0.01229393,0.014632107,0.014285714,0,0.000905797,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.812239724,NA,-1.6,-2.416666667,0.157894737,-4.75,-9,-0.444444444,-4.366666667,0.210526316,NA,NA,NA,NA,NA,NA,RIO HONDO BL WHITTIER NARROWS DAM CA,34.0166788,-118.0884018,326.6,CA,Non-ref,0.2,quarternary,quarternary,Fan gravels,199.5,0,4,271.6,69.79,7.58,0.04,0.28,0,33.17,383.2162,14.78654,0.13,2.54,19.18,40.77,40.05,6,Southern and Central California Chaparral and Oak Woodlands
11109600,NA,NA,NA,NA,NA,4.573264338,1.125147799,1.524420693,0.841975534,NA,0.053539494,0.062905044,0.066215412,NA,NA,0.019892283,0.046429942,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,-0.223076923,-0.000564305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.769230769,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,PIRU CREEK ABOVE LAKE PIRU CA,34.52304728,-118.7570362,963.8,CA,Non-ref,11.8,granitic,sedimentary,Bouldery and sandy colluvium on granitic rocks,125.4,0,1,74.2,2.05,25.79,0.08,0.61,0,0.18,1385.249,25.95056,0.11,5.72,18.55,37.45,44,8,Southern California Mountains
11109800,NA,NA,NA,NA,NA,4.583391329,1.12998194,1.530329769,0.788613781,NA,0.052962303,0.062134782,0.063488669,NA,NA,0.020360723,0.045033286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.1295,0.000286736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-4.421052632,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,PIRU CREEK BELOW SANTA FELICIA DAM CA,34.4602723,-118.7520361,1093.3,CA,Non-ref,10.4,granitic,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,129.4,0,2,75.5,2.07,24.28,0.08,0.93,0,0.17,1294.84,26.08669,0.11,5.25,18.89,38.34,42.77,6,Southern and Central California Chaparral and Oak Woodlands
11111500,NA,NA,NA,NA,NA,5.235127,1.156625,1.610237,1.104546,NA,0.0577918,0.06482306,0.06772577,NA,NA,0.0244677,0.0489997,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.004545455,-8.64E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SESPE CREEK NEAR WHEELER SPRINGS CA,34.5777657,-119.2573347,128.5,CA,Ref,14.1,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,95.5,0,0,0,2.23,46.36,0,0,0,0.08,1497.069,26.53212,0.15,1.13,22.14,41.35,36.51,8,Southern California Mountains
11118500,NA,NA,NA,NA,NA,5.119215,1.25975,1.377937,0.8737035,NA,0.04660838,0.04344715,0.05419927,NA,NA,0.0219093,0.03581037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000952381,4.77E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.285714,NA,NA,NA,NA,0.2142857,NA,NA,NA,NA,NA,NA,NA,VENTURA R NR VENTURA,34.35222038,-119.3084466,485.7,CA,Non-ref,1.4,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,95.9,3.95,0,0,8.75,42.93,2.66,1.89,0,0.95,702.0855,29.07789,0.15,1.3,23.76,41.87,34.37,6,Southern and Central California Chaparral and Oak Woodlands
11119500,NA,NA,NA,NA,NA,4.115045815,0.931851653,1.252984971,0.943256596,1.275387978,0.042889501,0.036686028,0.046074518,NA,NA,0.025668937,0.033193513,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,NA,NA,NA,0.12,0.846153846,NA,NA,NA,NA,NA,NA,-2.32,2.333333333,0.00635826,NA,0.001318681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142857143,NA,-1.676470588,NA,NA,-0.125,1.091428571,2.588235294,NA,0.666666667,-0.037158463,NA,CARPINTERIA C NR CARPINTERIA CA,34.4013836,-119.4865103,34.1,CA,Non-ref,0.5,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,2.73,0,0,0.86,59.08,1.92,0.02,0,0.1,583.4688,32.56602,0.15,1.24,23.85,44.72,31.43,6,Southern and Central California Chaparral and Oak Woodlands
11119750,NA,NA,NA,NA,NA,4.115309426,0.798194647,1.250248953,0.916201015,1.09815654,0.041196441,0.034969784,0.044198126,NA,NA,0.026525489,0.03356316,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.196153846,NA,NA,NA,0.196153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002155537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419346764,1.649553571,NA,NA,-0.023298529,NA,MISSION C NR MISSION ST NR SANTA BARBARA CA,34.4275,-119.7252778,22.6,CA,Non-ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,0,0,0,26.16,46.67,0,0.24,0,4.77,495.2724,25.23579,0.14,1.61,22.13,43.19,34.68,8,Southern California Mountains
11119940,NA,NA,NA,NA,NA,4.311367025,0.952928776,1.226401776,0.902776883,1.133901841,0.039072003,0.028213456,0.043448913,NA,NA,0.025042427,0.030733691,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.214285714,NA,NA,NA,0.214285714,NA,NA,NA,NA,NA,NA,NA,-2.964285714,2.954545455,0.008053134,NA,0.002354788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052166225,NA,NA,NA,NA,NA,NA,NA,NA,-0.157894737,NA,-2,NA,NA,-0.153846154,0.675010979,1.9,NA,0.3125,-0.030419866,NA,MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA,34.4449965,-119.80375,16.4,CA,Non-ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,1.14,0,0,18.82,40.06,1.49,0,0,2.65,424.25,23.49605,0.14,1.48,22.88,43.63,33.49,8,Southern California Mountains
11120000,NA,NA,NA,NA,NA,3.62356641,0.7164586,1.10663344,0.78113877,NA,0.03468678,0.02292449,0.04223188,NA,NA,0.01867645,0.02570792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.27777778,NA,NA,NA,NA,NA,NA,NA,ATASCADERO C NR GOLETA CA,34.4247189,-119.811805,49.3,CA,Non-ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,0,0,0,39.23,29.08,0.72,0.16,0,10.41,310.7208,17.7865,0.14,2.17,22.59,39.55,37.86,8,Southern California Mountains
11120500,NA,NA,NA,NA,NA,4.74548673,1.09655696,1.26952665,0.94823514,1.18661258,0.04069537,0.03244643,0.04430655,NA,NA,0.0272117,0.03393341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAN JOSE C NR GOLETA CA,34.45916286,-119.8090283,14.4,CA,Ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,8.26,0,0,7.48,47.97,6.24,0,0,0.4,516.3597,24.55649,0.15,1.26,19.19,45.67,35.14,8,Southern California Mountains
11123000,NA,NA,NA,NA,NA,5.690480908,1.320515524,1.618634944,1.216789576,NA,0.05405198,0.054982482,0.060578753,NA,NA,0.025784437,0.04440263,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,-0.25,NA,NA,0.95,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010326087,0.002747253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111111111,NA,NA,NA,NA,-0.090909091,3.256410256,NA,3.157894737,3.5,NA,NA,SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA,34.5244391,-119.6873579,560.1,CA,Non-ref,4.9,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,59.4,0,0,0,0.43,43.4,0.02,0.2,0,0.01,1032.1,31.86477,0.15,1.17,21.98,41.6,36.43,8,Southern California Mountains
11123500,NA,NA,NA,NA,NA,5.83865941,1.3821634,1.60372408,1.244367,NA,0.05062474,0.05216821,0.05983973,NA,NA,0.02508508,0.04205969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05357143,NA,NA,-2.42307692,NA,NA,NA,NA,NA,NA,NA,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,34.54360358,-119.8648627,718.1,CA,Non-ref,3.8,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,59.3,0,0,0,0.89,42.49,0.06,0.15,0,0.03,934.0875,31.1993,0.15,1.14,22.63,41.55,35.82,6,Southern and Central California Chaparral and Oak Woodlands
11124500,NA,NA,NA,NA,NA,6.10670228,1.5392552,1.72820503,1.06940814,NA,0.05251909,0.0559392,0.06092888,NA,NA,0.0300836,0.04816318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA CRUZ C NR SANTA YNEZ CA,34.5966563,-119.9087519,191.5,CA,Ref,4.5,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,0,0,0,0.55,45.5,0,0,0,0.02,1023.629,33.53671,0.14,1.35,23.93,41.12,34.95,6,Southern and Central California Chaparral and Oak Woodlands
11128250,NA,NA,NA,NA,NA,6.29007435,1.55631319,1.57148196,1.00125146,NA,0.04009422,0.03581756,0.04701388,NA,NA,NA,0.02868221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALAMO PINTADO C NR SOLVANG CA,34.61831975,-120.120703,73.8,CA,Non-ref,0.3,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,12.41,0,0,9.24,19.36,10.01,0,0,0.62,510.9841,19.01706,0.12,2.09,25.37,39.2,35.43,6,Southern and Central California Chaparral and Oak Woodlands
11128500,NA,NA,NA,NA,NA,6.395927508,1.575203542,1.72918065,1.123624454,NA,0.045018157,0.046417371,0.054890841,NA,NA,0.02040577,0.036969165,NA,NA,NA,NA,NA,NA,NA,NA,1.488095238,0.425824176,NA,NA,-1.488095238,-0.425824176,NA,NA,NA,NA,NA,NA,NA,3,-2.933333333,-0.008090426,-0.016174948,-0.004679387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0625,3.451893939,3.419642857,0.75,3.765625,-0.111111111,NA,NA,NA,NA,NA,NA,SANTA YNEZ R A SOLVANG CA,34.58498706,-120.1445926,1498,CA,Non-ref,2.5,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,59.1,17.48,0,0,3.03,35.85,2.83,0.82,0,0.21,755.1212,26.39172,0.14,1.31,24.29,41.56,34.16,6,Southern and Central California Chaparral and Oak Woodlands
11132500,NA,NA,NA,NA,NA,NA,NA,1.37510639,NA,NA,0.02845958,NA,0.03650727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALSIPUEDES C NR LOMPOC CA,34.5885957,-120.4084938,122.1,CA,Non-ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,1.74,0,0,4.1,34.01,2.74,0.03,0,0.18,279.7631,17.30707,0.14,1.6,28.71,44.7,26.59,6,Southern and Central California Chaparral and Oak Woodlands
11133000,NA,NA,NA,NA,NA,5.82848315,1.29591837,1.56237957,1.04781032,NA,0.04200086,0.04018668,0.05049283,NA,NA,0.0147408,0.03154112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA YNEZ R A NARROWS NR LOMPOC CA,34.63609474,-120.424606,2043.8,CA,Non-ref,1.9,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,59.1,16.42,0,0,3.99,31.59,4.63,0.61,0,0.31,626.1047,23.95774,0.14,1.55,24.66,41.58,33.75,6,Southern and Central California Chaparral and Oak Woodlands
11136800,NA,NA,NA,NA,NA,5.70091334,1.52656801,1.80147725,1.01229229,NA,0.05030494,0.06300155,0.06219405,NA,NA,0.02186638,0.04899498,NA,NA,NA,NA,NA,-0.96428571,NA,NA,0,-1.3,-1.61111111,0,0,1.3,1.61111111,0,NA,NA,NA,NA,NA,-7,7,0.01917808,0,0.01428571,0.01790123,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-7.15,-6.86206897,-1,-6.75,0.1,NA,NA,NA,NA,NA,NA,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,35.0219213,-120.2284868,2278,CA,Non-ref,9,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,67.7,2.79,0,0,2.06,14.11,4.88,0,0,0.08,1031.982,19.3404,0.14,1.44,20.31,38.65,41.04,6,Southern and Central California Chaparral and Oak Woodlands
11138500,NA,NA,NA,NA,NA,5.95342902,1.56324699,1.73739275,0.86382537,NA,0.05399522,0.05935416,0.06135508,NA,NA,0.03101035,0.05039433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SISQUOC R NR SISQUOC CA,34.83970289,-120.1682063,728.9,CA,Ref,7.1,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,0.02,0,0,0.32,27.03,0.01,0,0,0.01,994.2168,34.22947,0.15,1.39,21.86,41.68,36.45,6,Southern and Central California Chaparral and Oak Woodlands
11140000,NA,NA,NA,NA,NA,5.36604587,1.34361961,1.59467664,0.82138831,NA,0.04832644,0.05183816,0.05684,NA,NA,0.02586351,0.04420227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SISQUOC R NR GAREY,34.89386807,-120.3065463,1220.5,CA,Non-ref,4.6,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,2.29,0,0,1.55,26.23,2.27,0,0,0.07,808.9844,30.25207,0.14,1.39,22.82,41.74,35.44,6,Southern and Central California Chaparral and Oak Woodlands
11141050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03202852,NA,0.03793999,0.03041936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORCUTT C NR ORCUTT CA,34.88359037,-120.4948883,49.8,CA,Non-ref,0,sedimentary,sedimentary,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,58.9,7.81,0,0,18,7.84,6.27,0,0,3.12,187.3203,9.725624,0.11,4.54,19.15,32.72,48.14,6,Southern and Central California Chaparral and Oak Woodlands
11143200,NA,NA,NA,NA,NA,3.28886698,NA,1.201001094,0.64814558,NA,0.037136701,0.044769362,0.048086989,NA,NA,0.023600717,0.036341987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111052632,0.000541469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARMEL R A ROBLES DEL RIO CA,36.47440615,-121.7288364,499.9,CA,Non-ref,3.2,sedimentary,granitic,Floodplain and alluvium gravel terraces,126.1,0.06,0,0,1.91,52.07,0.1,0.04,0,0.07,693.2715,30.26217,0.1,3.76,18.74,33.24,48.01,6,Southern and Central California Chaparral and Oak Woodlands
