site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
10256500,2.001898689,1.107357821,1.268084677,1.444485493,1.179200986,17.79447583,22.58812514,5.359312885,8.919434969,12.75965851,23.53317047,30.00990925,14.25857988,8.087669319,10.40301274,9.661084605,16.12709669,6.602711917,-1.203234111,3.041327247,2.152597351,4.387474972,3.956137593,9.032339226,4.860048662,14.75960704,49.31090915,0.313461644,0.367663256,0.265333389,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,13.15699249,0.423440833,0.423409416,0.313461644,0.367663256,0.265333389,0.169030851,0.711757873,0.711757873,2.28935179,0.51268804,0.51268804,1.632376762,0.874505722,1.400316291,1.088096674,1.547688165,1.164078604,6.653806599,0.984750923,1.34211606,NA,NA,1.004570041,2.622265814,5.473395962,7.059481248,0.830278705,2.054128,4.735294545,1.511194525,1.823176157,0.499723729,1.423839009,NA,NA,1.339556593,1.672948052,2.252599968,SNOW C NR WHITE WATER CA,33.8705722,-116.681127,28,CA,Non-ref,20.8,granitic,granitic,Bouldery and sandy colluvium on granitic rocks,123.3,0,0,0,0.39,55.47,0,0,0,0.08,1850.587,55.23733,0.06,7.5,10.44,30.81,58.75,81,Sonoran Basin and Range
10257550,1.907761188,1.077492536,1.227424134,1.371447402,1.229832775,17.69577866,23.89079026,5.393873351,8.91475707,12.65000891,27.86413,34.23011193,17.63080858,11.24894321,12.78533108,16.31582173,21.14604963,10.9477599,3.488460317,6.751381318,1.997952728,4.494570544,3.665138742,1.750032015,2.76583962,3.547577768,2.640733089,0.786779099,0.655608416,0.62127434,0.719535849,Inf,11.69322657,209.7556604,Inf,47.25628079,3.19536939,0.890894998,0.885907468,0.786779099,0.664888793,0.621815162,0.719535849,1.082238169,1.082238169,1.556028706,0.388737762,0.388737762,1.070792037,0.852567072,2.765006359,0.741926398,2.83404236,0.746485041,1.889906728,0.984891858,2.430058662,0.851709755,2.075009808,1.022288095,1.163690948,2.013805875,2.950378546,1.291551272,0.870589852,1.761127909,0.604401321,0.717419063,1.084846188,1.288029461,NA,NA,1.140727153,2.854785766,2.295393462,WHITEWATER R A WINDY PT NR WHITE WATER CA,33.8989045,-116.6211256,682.4,CA,Non-ref,6.1,gneiss,quarternary,Fan gravels,104.6,1.75,1,0.4,7.25,18.85,1.05,0,0,1.57,1234.967,29.89753,0.07,6.82,11.24,30.9,57.86,81,Sonoran Basin and Range
10257600,1.754991035,0.861264226,1.195235087,1.273079351,1.098344846,17.98271263,23.50711292,5.37141357,7.87431363,12.9206777,25.46091396,32.15555662,15.96809789,9.208064389,11.87964004,12.40367307,18.72472617,8.475634167,0.34712122,4.294795369,2.268429857,4.289746651,3.302002095,1.484478753,1.562847594,2.050985232,2.15080779,0.781724048,0.787953247,0.678507776,0.596324414,Inf,18.12562633,201.5687213,Inf,72.30467657,2.076549881,0.830974555,0.83063737,0.781724048,0.787953247,0.677754825,0.596324414,0.6271303,0.6271303,1.673820524,0.524494547,0.524494547,1.57547844,0.695050258,2.37677171,0.758773861,3.404133106,0.426275632,2.708348024,0.596037713,2.115360346,0.589577425,2.071014799,0.659284692,1.533282933,2.805141557,3.669852569,1.249130634,1.104305635,1.830016585,0.769112668,0.915520305,0.959986346,0.959203744,NA,NA,0.804832252,2.275571072,2.216229356,MISSION C NR DESERT HOT SPRINGS CA,34.01112284,-116.6280689,92.9,CA,Ref,7.4,granitic,gneiss,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,26.8,0,0,0,0.22,29.58,0,0,0,0.07,1746.649,38.25302,0.09,5.01,12.16,30.05,57.78,14,Mojave Basin and Range
10257720,1.546351829,0.890957866,0.938464341,1.178434542,0.880824985,19.30074158,24.18154037,5.407277335,9.081793946,14.2811037,26.97056356,33.1498566,16.41418021,9.952332015,12.53285803,13.24820724,18.90423113,8.781257446,0.53469499,5.214153359,2.177224595,3.21981911,3.556121692,1.369988864,1.372662986,2.125483181,1.984006521,1.098137288,0.950696993,0.606620933,0.617351198,Inf,16.43167673,200.6922942,Inf,65.68534182,2.104776581,1.025002032,1.025492712,1.098137288,0.950696993,0.607012925,0.617351198,0.407274753,0.407274753,1.873436091,0.28235631,0.28235631,1.618015934,0.770279291,2.033684436,0.879828951,3.466505005,0.534733171,1.96177605,0.612504138,2.134041444,0.689356191,4.533075379,0.654909142,1.486374033,3.04854797,3.576595759,0.966078354,0.993732643,NA,NA,0.812705146,0.906601564,0.716804006,NA,NA,0.64429366,3.445283183,2.331059123,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.8441843,-116.6052929,12.4,CA,Non-ref,7.1,granitic,granitic,Fan gravels,123.3,0,0,0,0.7,23.04,0,0,0,0.13,1551.027,67.26473,0.06,6.7,9.93,29.51,60.56,81,Sonoran Basin and Range
10258000,2.06073867,1.285344112,1.267654738,1.515844023,1.162329257,18.51501192,23.50558329,5.372341369,8.760548746,13.35820918,23.54768204,29.94107339,14.25218847,7.429450038,10.37838994,7.4165289,14.31278427,5.315703425,-2.598030031,1.817922583,2.13536683,4.750251223,4.368927682,1.431758038,1.189776692,10.2131732,7.520962156,1.061860638,1.144049222,0.3882924,0.305241977,Inf,17.51572216,201.5687213,Inf,72.39415906,3.786937443,1.237383007,1.237259636,1.061860638,1.144049222,0.388266279,0.305241977,0.529559157,0.529559157,2.466419115,0.412596169,0.412596169,1.443477503,0.626003897,2.15190969,1.096770124,4.474941256,0.427588123,3.234336858,Inf,1.720474938,2.849992885,7.691078722,0.737658302,3.043273336,5.649502103,7.200769164,1.704363988,1.922762215,3.656864046,1.045965103,1.621523221,1.394491345,1.717817288,NA,NA,1.599803445,7.01282121,1.392265455,TAHQUITZ C NR PALM SPRINGS CA,33.80501929,-116.5591816,43.7,CA,Ref,10.2,granitic,granitic,Bouldery and sandy colluvium on granitic rocks,123.3,0,0,0,0.02,50.32,0.06,0.02,0,0,2090.035,37.14896,0.06,9.08,10.26,25.32,64.43,81,Sonoran Basin and Range
10258500,1.849376478,1.114844473,1.155507008,1.209448024,1.127415698,19.15935957,25.50756513,5.39761505,8.326935499,13.80296555,29.69110596,35.4166859,18.24239919,11.45127544,13.87819052,18.29271095,22.56746021,11.99021154,3.93384475,7.923698645,1.982229066,4.124118723,3.930297363,0.601271567,0.62474042,1.424837629,1.531132055,2.438123169,2.097281793,0.989495385,1.183760686,Inf,Inf,203.5387643,Inf,823.6909031,1.283157509,1.96600946,1.966468522,2.438123169,2.097281793,0.988950979,1.183760686,0.619207472,0.619207472,1.732978443,0.200032688,0.200032688,1.779890105,0.371434504,5.019869867,0.52679561,7.347338027,0.694943282,3.222495863,0.276629288,1.843171233,1.126229589,4.728416523,0.528434321,2.241327435,2.506461038,3.170153267,1.499667142,0.797013539,NA,NA,0.582416137,1.604550934,0.852210706,NA,NA,0.710331334,3.652170967,2.298329598,PALM CYN C NR PALM SPRINGS CA,33.74502178,-116.5355709,241.5,CA,Ref,5.1,sedimentary,granitic,Bouldery and sandy colluvium on granitic rocks,123.3,0,0,0,1.65,12.34,0,0,0,0.28,1195.315,22.70622,0.09,5.3,11.18,26.56,62.26,81,Sonoran Basin and Range
10259200,1.690402726,1.109624198,1.116091218,1.068612946,1.03994864,19.73091962,27.26657811,5.39048497,7.891085917,13.84724134,28.30335289,34.01457538,17.40428803,10.18143421,13.25303286,15.606768,20.5679271,10.03600983,1.780819743,6.633520925,1.98156787,2.564276978,4.259488013,1.157262073,0.855622818,1.394314926,3.827677507,1.389821915,1.447977077,0.976913192,0.46678994,Inf,Inf,203.5387643,Inf,823.6909031,1.890495093,1.387032515,1.386889688,1.389821915,1.447977077,0.976147577,0.46678994,0.665485039,0.665485039,2.051049401,0.304949434,0.304949434,1.407650772,0.417713663,2.410633154,0.865993643,4.250366666,0.600505042,5.39975631,Inf,1.92007694,0.977582717,1.758220387,0.57892196,2.236189925,2.610387741,3.771264935,1.339020552,1.09173594,NA,NA,0.843662645,1.365643119,1.008075214,NA,NA,0.913348224,3.367181051,1.756907686,DEEP C NR PALM DESERT CA,33.63113647,-116.3922342,79.1,CA,Ref,5.4,sedimentary,granitic,Bouldery and sandy colluvium on granitic rocks,123.3,0,0,0,1.04,42.52,0,0,0,0.65,1415.096,24.89406,0.1,4.59,12.18,29.06,58.76,81,Sonoran Basin and Range
10260950,1.781698556,0.76597298,1.108506667,1.356806767,1.195270876,14.90232017,21.38510019,5.300298456,7.78010491,10.1798238,23.62824531,29.42572101,15.57202478,9.520959397,10.74047918,14.64515636,20.20908,9.719454476,2.397447563,5.592564911,2.163087663,4.670758306,3.441098798,0.823643916,0.665757715,1.751754462,2.132052491,2.814399171,2.856565078,1.208096435,0.778167526,Inf,Inf,203.5387643,Inf,823.6909031,2.113952713,2.744887577,2.744555702,2.814399171,2.856565078,1.207892199,0.778167526,0.612215455,0.612215455,2.599009781,NA,NA,1.412210565,0.329905785,4.818741326,0.724371542,4.697312187,0.304020219,3.419056039,0.47590866,1.872078076,1.094150451,2.891841198,0.653000404,2.114723127,3.480201217,4.680904619,1.491364603,1.377946788,NA,NA,1.003984409,1.949379541,1.187804184,1.967100909,0.506709257,1.027956029,2.325045324,2.242749114,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,175.1,CA,Non-ref,6.7,quarternary,quarternary,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,17,0,1,32.7,8.92,29.2,0.02,2.27,0,0.94,1271.65,20.21562,0.09,5.47,13.39,28.27,58.34,8,Southern California Mountains
10261500,1.815883374,1.082682186,1.123226842,1.316825611,1.195360923,15.55204138,22.30327714,5.346390067,7.782074629,11.01625504,26.49087279,33.42825617,17.07273474,10.45138148,12.51693734,13.60297371,19.06832427,9.210755183,0.695627814,5.742618613,2.126535847,4.652661574,3.273762679,Inf,179.2853892,203.5387643,Inf,NA,0.169030851,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,642.8426149,0.169030851,0.169030851,NA,0.169030851,NA,NA,0.50935055,0.50935055,2.771113094,0.759379332,0.759379332,3.179440874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589105801,2.359759444,6.745367229,6.472634596,6.085110634,11.55715137,203.8646866,5.862485429,11.55715137,0.169030851,NA,NA,NA,NA,NA,NA,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,1355.9,CA,Non-ref,10.2,quarternary,quarternary,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,17,0.34,1,32.7,18.08,11.84,0.2,0.58,0,4.8,1235.2,11.32891,0.09,6.88,11.73,24.56,63.71,14,Mojave Basin and Range
10287300,2.816742248,1.728485126,1.339163307,2.211029162,1.615912927,12.9935831,16.29779922,5.031087755,7.431070757,9.096270106,9.608732427,14.36157902,6.18883173,1.853063492,3.174007434,-7.679427907,3.848425081,-3.497826485,-9.480951006,-6.512440839,2.30613978,4.917337812,6.138921837,8.562871988,7.020753964,5.222887825,5.197516785,0.301916717,0.212927585,0.217441816,0.238309788,Inf,16.43167673,200.6922942,Inf,65.68534182,7.595044516,0.285788734,0.285976985,0.301916717,0.212927585,0.217796647,0.238309788,6.239743153,NA,2.042816348,0.788540462,NA,2.029969089,1.557798157,2.024101353,0.870555646,1.608256363,0.755872766,1.13289151,0.631476857,1.484241477,0.924258851,1.892806171,NA,NA,NA,NA,1.689919803,3.048495837,4.400351859,2.326399772,2.898217299,0.530265849,0.531079225,NA,NA,0.535650326,1.310383419,32.28670955,RUSH C PP TAILRACE NR JUNE LAKE CA,37.76631976,-119.1223677,63.9,CA,Non-ref,78.6,sedimentary,volcanic,Deposits of mountain glaciers,43,0,1,13,0.05,21.14,0,4.27,1.7,0.01,3156.693,29.61128,0.07,7.06,9.02,29.13,61.85,13,Central Basin and Range
10287770,2.911586917,1.666710211,1.360948889,2.172028591,1.784722421,13.20147541,16.80614285,5.043177154,7.465538235,9.250211743,9.652961035,14.60778061,6.081093963,1.225562313,3.491047675,-7.456262984,3.860151964,-3.208465196,-9.300449805,-6.240249983,2.344242211,5.244016198,6.394131665,1.033111722,0.75712389,0.414426455,1.141326806,2.460350983,3.64213542,17.40964937,5.07308119,Inf,16.14930458,198.4700678,Inf,66.8477363,1.714541866,8.636636891,8.440844342,2.460350983,3.6829871,17.6265903,5.07308119,1.218589413,1.218589413,2.642963451,NA,NA,1.324570052,0.443428927,8.808835661,0.601316864,3.964393912,0.307543041,4.299003127,Inf,40.08188688,1.36053328,9.702839228,0.909316083,1.597186936,2.310479488,3.171027279,2.029540121,1.289028122,1.193374611,0.417434216,0.892155288,2.187120003,1.934274849,3.564293525,0.740624765,1.242182052,3.254769534,3.210563214,LEE VINING C BL RHINEDOLLAR DAM NR LEE VINING CA,37.93603659,-119.2309854,46.2,CA,Non-ref,80.8,sedimentary,sedimentary,Bedrock,31.8,0,0,0,0.71,14.01,0,4.13,1.37,0.09,3227.88,32.49718,0.07,6.29,9.31,32.17,58.52,5,Sierra Nevada
10301500,3.176390029,1.793197311,1.473156943,2.175978223,1.883109579,15.63705619,21.04525361,5.192380065,8.791752784,11.4259507,18.14745676,23.37909242,10.96344118,4.888528471,8.570489086,1.872149902,12.38918628,1.45646801,-5.284677137,-0.324230258,2.246573564,4.423366543,5.981128882,181.2574158,4.769863513,24.79765556,Inf,0.169030851,0.23739268,0.169030851,NA,Inf,Inf,203.5387643,Inf,823.6909031,16.75072965,0.232878151,0.232959329,0.169030851,0.23739268,0.169030851,NA,0.900406587,0.900406587,2.430707221,0.553543331,0.553543331,1.465269938,0.58239998,1.208785301,NA,NA,0.883883476,7.966736401,NA,NA,NA,NA,0.853647667,1.368629345,4.431293274,14.75292168,Inf,19.62104154,19.62104154,19.62104154,19.62104154,0.283050915,1.461699051,NA,NA,1.461699051,NA,NA,"WALKER RV NR WABUSKA, NV",39.1524611,-119.0988889,7032.1,NV,Non-ref,46.2,volcanic,volcanic,Bedrock,47.3,8.61,2,230,1.13,19.03,4.39,0.35,0.01,0.34,2021.54,16.67401,0.09,4.36,19.81,33.13,47.07,13,Central Basin and Range
10311300,2.453430001,1.424217461,1.282595598,1.811121484,1.59604452,13.85344392,18.78044363,4.963657721,7.864611335,10.08884301,17.90060474,23.90551667,10.81013362,5.220952859,8.407825353,3.209877181,12.38747216,2.475337142,-4.214262505,0.48252548,2.111566276,4.71212411,5.28125046,3.935478798,5.700146209,202.9170683,Inf,0.584853676,0.583602308,NA,NA,Inf,Inf,202.9170683,Inf,821.1686792,11.36315685,0.670168049,0.670230741,0.584853676,0.583602308,NA,NA,0.625559645,0.625559645,2.19012722,0.276777053,0.276777053,1.752831142,1.044644941,7.433202132,2.080869883,4.3214249,1.897366596,2.136125306,NA,NA,NA,NA,0.762250131,2.14685522,5.283502284,6.302634542,1.244776995,2.033252798,7.621960176,1.378717899,1.54244517,0.705374861,0.981364425,NA,NA,0.693581672,4.193466516,2.755244007,"EAGLE VALLEY CK AT CARSON CITY, NV",39.165275,-119.722225,75.2,NV,Non-ref,37.5,granitic,sedimentary,Colluvium on volcanic rocks,84,0.92,0,0,24.68,10.79,0.87,0,0,12.68,1765.407,18.84136,0.11,3.78,18.54,38.28,43.18,13,Central Basin and Range
10311400,2.864094788,1.728448269,1.446719108,2.125916993,1.729649097,13.72432127,18.32393941,4.987955878,8.156449532,10.15955633,16.58155202,22.60958113,9.962331145,4.752323513,7.620687701,1.567433554,11.41204841,1.453747765,-4.815964067,-0.594293406,2.251507458,4.832078681,5.738312428,10.74991191,5.492774078,200.6922942,Inf,0.531364467,0.563475208,NA,NA,Inf,Inf,200.6922942,Inf,812.1071493,21.13500233,0.767179293,0.76700657,0.531364467,0.563475208,NA,NA,0.793144658,0.793144658,3.354959434,0.435783808,0.435783808,1.789639561,1.043102001,1.410929378,8.535655914,17.98949365,0.619987407,3.653288437,NA,NA,NA,NA,1.340809938,2.779332549,6.70877525,14.49337668,1.48723381,2.771865048,15.31612416,1.655847323,2.177987934,0.726472506,1.190304765,NA,NA,1.048856808,5.76354824,3.008801914,"CARSON RV AT DEER RUN RD NR CARSON CITY, NV",39.18137778,-119.6948694,2482.9,NV,Non-ref,50,volcanic,sedimentary,Lake deposits,59.7,0.33,2,6.1,4.67,22.2,3.5,0.24,0,1.9,2027.965,20.24212,0.09,6.16,16.88,29.93,53.19,13,Central Basin and Range
10312000,2.798281597,1.688073725,1.405165028,2.074894482,1.713716618,14.18048574,19.16653456,5.039640535,8.33275959,10.30938128,17.47858329,23.18233645,10.48401871,4.992446106,8.27016247,3.04051485,12.41549957,2.180273352,-4.433463426,0.332978859,2.170530791,4.854915696,6.129984295,26.90746872,5.613131818,203.5387643,Inf,0.372773496,0.47604558,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,23.07998701,0.540301507,0.540246166,0.372773496,0.47604558,NA,NA,0.776269342,0.776269342,3.470526793,0.298007066,0.298007066,2.013752437,1.042132676,1.575638033,7.6,10.05524812,1.033193491,2.400549499,NA,NA,NA,NA,1.248760934,2.654144971,5.711250533,13.92679605,1.29978498,2.478323158,17.13649769,1.384372009,1.951417886,0.683611156,1.030086915,NA,NA,0.983486207,5.5568621,1.810762197,"CARSON RV NR FORT CHURCHILL, NV",39.29166667,-119.311111,3800.7,NV,Non-ref,43.5,volcanic,volcanic,Lake deposits,59.6,0.79,3,6.8,4.22,16.5,2.52,0.16,0,1.63,1896.059,18.61794,0.1,4.9,19.34,31.42,49.24,13,Central Basin and Range
10312275,2.837780582,1.665469755,1.404863657,2.096816264,1.755347675,15.1745179,20.47341827,5.132369578,8.686206338,10.94203011,18.49857028,23.75897794,11.1243479,5.276168911,9.016118615,3.706953817,13.11670476,2.407407208,-4.259422773,0.845697028,2.143603008,4.889747369,6.182764495,Inf,20.72953474,202.9170683,Inf,NA,0.179605302,NA,NA,Inf,20.93150124,202.9170683,Inf,83.20032264,82.36265194,0.179605302,0.179605302,NA,0.179605302,NA,NA,0.709730564,NA,2.809448678,1.403347071,NA,1.574202997,0.710991983,0.712934584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,590.1505842,590.1505842,590.1505842,590.1505842,0.258342453,Inf,NA,NA,Inf,NA,NA,"CARSON RV AT TARZYN RD NR FALLON, NV",39.55880594,-118.7259842,4814.9,NV,Non-ref,38.6,volcanic,quarternary,Lake deposits,56,31.41,7,239.4,4.82,12.78,5.6,0.82,0,1.65,1758.569,15.12254,0.1,5.04,19.63,31.21,49.15,13,Central Basin and Range
10315500,4.617819908,1.583872696,2.333226895,2.866219449,3.497331643,16.09488886,17.58482208,5.157835697,7.653620185,9.773598634,14.08744303,18.29664147,9.123702963,1.531837763,7.159437103,-0.982877192,10.98172164,-0.700884959,-5.89539671,-1.685243758,2.483940041,5.672823528,8.345530613,16.83969853,17.49730371,203.5387643,Inf,0.169030851,0.169030851,NA,NA,Inf,17.77641116,203.5387643,Inf,70.96870866,49.15328096,0.198345669,0.198275757,0.169030851,0.169030851,NA,NA,1.14568227,1.14568227,11.33181791,0.591911281,0.591911281,2.040270678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38278946,4.418685466,15.47553718,23.21340135,3.127070742,8.26297429,33.42894567,5.779471485,6.162926699,0.169030851,NA,NA,NA,NA,NA,NA,"MARYS RV ABV HOT SPGS CK NR DEETH, NV",41.2526961,-115.2564468,1012,NV,Non-ref,49.7,sedimentary,sedimentary,Colluvium on volcanic rocks,16.3,0.07,0,0,0.16,3.05,0.14,0,0,0.17,2010.039,13.92555,0.11,1.81,26.52,45.47,28.01,13,Central Basin and Range
10324500,4.389238124,1.512138278,2.171720192,2.615571645,2.885829416,16.10512698,18.42574534,5.116865712,8.061858003,9.925287454,15.87417548,20.10168818,10.11241266,2.647680988,8.166714782,1.226022721,12.08285377,0.616139338,-4.694022774,0.056140324,2.177223164,4.393434498,7.264969144,2.67972115,3.971975752,203.5387643,Inf,0.872646945,0.638353246,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,8.225921963,0.877731158,0.877642634,0.872646945,0.638353246,NA,NA,0.87641613,0.87641613,4.175004566,0.392933945,0.392933945,2.663099819,1.245345373,3.858824981,2.404595208,7.66538396,Inf,1.488745408,NA,NA,NA,NA,0.83476763,2.472145747,6.557809265,12.15536478,1.965561959,2.717028642,6.983739851,1.479720641,2.345569262,1.005665459,1.477299377,NA,NA,1.489545601,7.732494657,3.33771312,"ROCK CK NR BATTLE MOUNTAIN, NV",40.83040556,-116.5883417,2228.6,NV,Non-ref,36.6,volcanic,volcanic,Colluvium on volcanic rocks,14.7,0.36,0,0,0.13,0.87,0.42,0.04,0,0.07,1752.638,10.18326,0.13,1.31,28.71,42.77,28.52,13,Central Basin and Range
10333000,4.394412547,1.635844176,2.105291226,2.806000115,2.913578853,16.16635072,19.19853662,5.150242439,7.675413744,10.20816771,16.45060367,21.13599952,10.53824068,2.862832682,8.531849309,1.395231975,13.03973907,0.740186254,-4.804427223,-0.119068162,2.244862271,5.64789733,8.36024898,4.692498381,2.573210873,3.793908581,31.84740092,0.386441043,0.410289903,0.300640161,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,5.359467708,0.421484033,0.421380539,0.386441043,0.410289903,0.300490464,0.169030851,0.748839415,0.748839415,5.369246635,0.567541713,0.567541713,1.576277546,0.729645321,1.603648806,1.545283569,5.763819714,Inf,2.308445745,Inf,1.505088981,NA,NA,0.781933289,2.814652635,6.873563984,11.14740922,4.488851028,4.425193563,5.152704793,3.562732018,4.425193563,0.472715144,1.987783335,NA,NA,1.991593165,2.724061447,2.560785031,"HUMBOLDT RV NR IMLAY, NV",40.6924048,-118.204312,40172.8,NV,Non-ref,36.4,sedimentary,quarternary,Fan gravels,14.7,3.89,6,790,0.81,5.67,2.1,0.08,0,0.22,1775.453,10.8507,0.12,2.06,23.37,44.82,31.81,13,Central Basin and Range
10335000,4.384631291,1.634397847,2.1013298,2.803675485,2.900047126,16.21702283,19.25878963,5.155535917,7.698227195,10.24081122,16.50964658,21.21036623,10.57135219,2.897772522,8.562170141,1.51432849,13.16059367,0.819062009,-4.774938809,-0.059559509,2.239472988,5.633914801,8.353297348,Inf,134.4217842,46.01775678,Inf,NA,0.169030851,0.169030851,NA,Inf,Inf,203.5387643,Inf,823.6909031,181.7662755,0.21869487,0.218600789,NA,0.169030851,0.169030851,NA,0.794430319,0.794430319,4.100451672,0.464215407,0.464215407,1.315208932,1.154941076,1.157856122,NA,NA,NA,NA,NA,NA,NA,NA,0.751295512,1.560489242,6.942915122,12.46397063,2.906932778,6.868556548,23.24865982,4.115665582,6.181448365,0.229494693,4.478342948,NA,NA,4.478342948,22.98645001,NA,"HUMBOLDT RV NR RYE PATCH, NV",40.4674063,-118.3076469,41270.7,NV,Non-ref,36.1,sedimentary,sedimentary,Fan gravels,14.5,0,6,790,0.79,5.57,2.05,0.17,0,0.22,1767.335,10.7749,0.12,2.09,23.21,44.73,32.06,13,Central Basin and Range
10336676,3.018458747,1.52516014,1.671218174,2.197273113,1.875274714,12.90993939,17.53078686,4.886959197,6.895838753,9.048360535,13.34076973,19.20636739,8.342502837,3.891620698,5.635042575,0.40187234,9.873509036,1.536278434,-4.901455363,-1.887287526,2.253942334,5.066705816,8.238351463,10.32823727,6.221402569,203.5387643,Inf,0.451965002,0.587933233,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,19.98841521,0.664157507,0.664100276,0.451965002,0.587933233,NA,NA,1.064853468,1.064853468,3.436154228,0.637459308,0.637459308,1.821910813,1.462309433,5.034559995,6.440029789,15.02899165,3.478505426,3.20672406,NA,NA,NA,NA,1.696815197,3.482701747,10.45214128,17.91568995,1.586385589,2.861546425,15.21170156,1.693333136,2.322133758,0.536498544,1.733890178,NA,NA,1.505831629,6.501755561,2.790414321,WARD C AT HWY 89 NR TAHOE PINES CA,39.1321292,-120.1576913,24.7,CA,Ref,61.2,volcanic,volcanic,Deposits of mountain glaciers,67.1,0,1,1,1.72,77.39,0,0,0,0.34,2218.42,24.58881,0.08,3.87,8.69,28.6,62.71,5,Sierra Nevada
10336715,2.819097178,1.334359913,1.460236323,2.103685764,1.886912467,11.3625811,15.59009565,4.562452793,5.861434088,8.193474705,11.4768002,17.34764062,7.007704647,2.214025853,4.757853742,2.26654382,10.21967311,2.632071622,-4.529161485,-0.948273207,2.480553841,5.048171281,6.280326623,390.4087191,107.5036212,13.06114991,544.1103092,0.242640596,0.169030851,0.216604078,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,52.14937228,0.244396807,0.244385206,0.242640596,0.169030851,0.216604078,0.169030851,1.012155154,1.012155154,3.652363834,0.48438192,0.48438192,1.392100821,1.972581709,2.173352483,2.003469213,2.003469213,NA,NA,4.454772721,11.89443875,NA,NA,1.12556934,2.278147565,5.98572593,10.14437526,2.062166279,4.893281235,9.452536019,3.247848071,4.72894507,0.301780431,0.709585213,NA,NA,0.702809356,2.450966058,NA,"MARLETTE CK NR CARSON CITY, NV",39.17213045,-119.907963,7.5,NV,Non-ref,62,granitic,granitic,Deposits of mountain glaciers,26.7,0,0,0,0,34.79,0,20.15,0,0.1,2482.645,20.79708,0.06,13.4,4.02,15.59,80.39,5,Sierra Nevada
